015C;348;348
015C;348;348
01FB;507;507
01FB;507;507
01FB;507;507
01FB;507;507
020B;523;523
020B;523;523
01D3;467;467
01D3;467;467
01F3;499;499
01F3;499;499
01FB;507;507
01FB;507;507
213;531;531
213;531;531
252;594;594
252;594;594
01FB;507;507
01FB;507;507
203;515;515
203;515;515
203;515;515
203;515;515
232;562;562
232;562;562
222;546;546
222;546;546
252;594;594
252;594;594
023A;570;570
023A;570;570
022A;554;554
022A;554;554
262;610;610
262;610;610
203;515;515
203;515;515
272;626;626
272;626;626
023A;570;570
023A;570;570
024A;586;586
024A;586;586
01F3;499;499
01F3;499;499
01D3;467;467
01D3;467;467
174;372;372
174;372;372
013D;317;317
013D;317;317
00F5;245;245
00F5;245;245
018C;396;396
018C;396;396
154;340;340
154;340;340
01B3;435;435
01B3;435;435
016C;364;364
016C;364;364
017C;380;380
017C;380;380
014C;332;332
014C;332;332
135;309;309
135;309;309
135;309;309
135;309;309
013D;317;317
013D;317;317
013D;317;317
013D;317;317
012D;301;301
012D;301;301
016C;364;364
016C;364;364
011D;285;285
011D;285;285
174;372;372
174;372;372
125;293;293
125;293;293
00C6;198;198
00C6;198;198
007E;126;126
007E;126;126
37;55;55
37;55;55
007E;126;126
007E;126;126
76;118;118
76;118;118
86;134;134
86;134;134
96;150;150
96;150;150
006F;111;111
006F;111;111
47;71;71
47;71;71
003F;63;63
003F;63;63
002F;47;47
002F;47;47
FFD8;65496;-40
FFD8;65496;-40
FFB0;65456;-80
FFB0;65456;-80
FF99;65433;-103
FF99;65433;-103
FF51;65361;-175
FF51;65361;-175
FF2A;65322;-214
FF2A;65322;-214
FECB;65227;-309
FECB;65227;-309
FF0A;65290;-246
FF0A;65290;-246
FEFA;65274;-262
FEFA;65274;-262
FF12;65298;-238
FF12;65298;-238
FEEA;65258;-278
FEEA;65258;-278
FECB;65227;-309
FECB;65227;-309
FFD8;65496;-40
FFD8;65496;-40
001F;31;31
001F;31;31
0;0;0
0;0;0
8;8;8
8;8;8
FFF8;65528;-8
FFF8;65528;-8
8;8;8
8;8;8
27;39;39
27;39;39
FFD0;65488;-48
FFD0;65488;-48
000F;15;15
000F;15;15
17;23;23
17;23;23
8;8;8
8;8;8
FFE0;65504;-32
FFE0;65504;-32
0;0;0
0;0;0
0;0;0
0;0;0
FFB8;65464;-72
FFB8;65464;-72
FFE8;65512;-24
FFE8;65512;-24
FFF0;65520;-16
FFF0;65520;-16
FFD8;65496;-40
FFD8;65496;-40
004F;79;79
004F;79;79
FFE0;65504;-32
FFE0;65504;-32
37;55;55
37;55;55
000F;15;15
000F;15;15
8;8;8
8;8;8
27;39;39
27;39;39
27;39;39
27;39;39
001F;31;31
001F;31;31
FFE8;65512;-24
FFE8;65512;-24
0;0;0
0;0;0
FFD0;65488;-48
FFD0;65488;-48
FFE0;65504;-32
FFE0;65504;-32
FFE0;65504;-32
FFE0;65504;-32
FFE8;65512;-24
FFE8;65512;-24
0;0;0
0;0;0
17;23;23
17;23;23
FFC8;65480;-56
FFC8;65480;-56
0;0;0
0;0;0
8;8;8
8;8;8
FFD8;65496;-40
FFD8;65496;-40
0;0;0
0;0;0
27;39;39
27;39;39
FFF0;65520;-16
FFF0;65520;-16
FFF8;65528;-8
FFF8;65528;-8
FFE8;65512;-24
FFE8;65512;-24
FFC8;65480;-56
FFC8;65480;-56
001F;31;31
001F;31;31
FFF0;65520;-16
FFF0;65520;-16
57;87;87
57;87;87
37;55;55
37;55;55
282;642;642
282;642;642
02D1;721;721
02D1;721;721
308;776;776
308;776;776
03B7;951;951
03B7;951;951
397;919;919
397;919;919
039F;927;927
039F;927;927
387;903;903
387;903;903
367;871;871
367;871;871
036F;879;879
036F;879;879
377;887;887
377;887;887
310;784;784
310;784;784
310;784;784
310;784;784
02C9;713;713
02C9;713;713
01D3;467;467
01D3;467;467
013D;317;317
013D;317;317
012D;301;301
012D;301;301
00D6;214;214
00D6;214;214
00B6;182;182
00B6;182;182
47;71;71
47;71;71
76;118;118
76;118;118
47;71;71
47;71;71
001F;31;31
001F;31;31
FFD8;65496;-40
FFD8;65496;-40
FF89;65417;-119
FF89;65417;-119
FFD0;65488;-48
FFD0;65488;-48
FFD0;65488;-48
FFD0;65488;-48
FFC8;65480;-56
FFC8;65480;-56
FFC0;65472;-64
FFC0;65472;-64
FF41;65345;-191
FF41;65345;-191
FEFA;65274;-262
FEFA;65274;-262
FE8B;65163;-373
FE8B;65163;-373
FEA3;65187;-349
FEA3;65187;-349
FE54;65108;-428
FE54;65108;-428
FE44;65092;-444
FE44;65092;-444
FE3C;65084;-452
FE3C;65084;-452
FE44;65092;-444
FE44;65092;-444
FE24;65060;-476
FE24;65060;-476
FD96;64918;-618
FD96;64918;-618
FD86;64902;-634
FD86;64902;-634
FD7E;64894;-642
FD7E;64894;-642
FD3E;64830;-706
FD3E;64830;-706
FD86;64902;-634
FD86;64902;-634
FDF5;65013;-523
FDF5;65013;-523
FDB5;64949;-587
FDB5;64949;-587
FD0F;64783;-753
FD0F;64783;-753
FD5E;64862;-674
FD5E;64862;-674
FD3E;64830;-706
FD3E;64830;-706
FDDD;64989;-547
FDDD;64989;-547
FE2C;65068;-468
FE2C;65068;-468
FEA3;65187;-349
FEA3;65187;-349
FEB3;65203;-333
FEB3;65203;-333
FE83;65155;-381
FE83;65155;-381
FE8B;65163;-373
FE8B;65163;-373
FEC3;65219;-317
FEC3;65219;-317
FEB3;65203;-333
FEB3;65203;-333
FF49;65353;-183
FF49;65353;-183
FF69;65385;-151
FF69;65385;-151
FF51;65361;-175
FF51;65361;-175
FE8B;65163;-373
FE8B;65163;-373
FE4C;65100;-436
FE4C;65100;-436
FDC5;64965;-571
FDC5;64965;-571
FD9D;64925;-611
FD9D;64925;-611
FDF5;65013;-523
FDF5;65013;-523
FE2C;65068;-468
FE2C;65068;-468
FE14;65044;-492
FE14;65044;-492
FE54;65108;-428
FE54;65108;-428
FDFD;65021;-515
FDFD;65021;-515
FDAD;64941;-595
FDAD;64941;-595
FDFD;65021;-515
FDFD;65021;-515
FE83;65155;-381
FE83;65155;-381
FF12;65298;-238
FF12;65298;-238
FFA8;65448;-88
FFA8;65448;-88
FFA8;65448;-88
FFA8;65448;-88
FFD0;65488;-48
FFD0;65488;-48
FF91;65425;-111
FF91;65425;-111
FF79;65401;-135
FF79;65401;-135
FFE0;65504;-32
FFE0;65504;-32
17;23;23
17;23;23
006F;111;111
006F;111;111
FFD0;65488;-48
FFD0;65488;-48
0;0;0
0;0;0
FFB0;65456;-80
FFB0;65456;-80
FF91;65425;-111
FF91;65425;-111
FF59;65369;-167
FF59;65369;-167
FF32;65330;-206
FF32;65330;-206
FF1A;65306;-230
FF1A;65306;-230
FF12;65298;-238
FF12;65298;-238
FE4C;65100;-436
FE4C;65100;-436
FD8E;64910;-626
FD8E;64910;-626
FD07;64775;-761
FD07;64775;-761
FC31;64561;-975
FC31;64561;-975
FBC2;64450;-1086
FBC2;64450;-1086
FBEA;64490;-1046
FBEA;64490;-1046
FC11;64529;-1007
FC11;64529;-1007
FCB8;64696;-840
FCB8;64696;-840
FD07;64775;-761
FD07;64775;-761
FD1F;64799;-737
FD1F;64799;-737
FD1F;64799;-737
FD1F;64799;-737
FD07;64775;-761
FD07;64775;-761
FDED;65005;-531
FDED;65005;-531
FE64;65124;-412
FE64;65124;-412
FEF2;65266;-270
FEF2;65266;-270
FF71;65393;-143
FF71;65393;-143
8;8;8
8;8;8
17;23;23
17;23;23
8;8;8
8;8;8
37;55;55
37;55;55
004F;79;79
004F;79;79
007E;126;126
007E;126;126
76;118;118
76;118;118
86;134;134
86;134;134
00AE;174;174
00AE;174;174
86;134;134
86;134;134
001F;31;31
001F;31;31
8;8;8
8;8;8
FFD0;65488;-48
FFD0;65488;-48
FF69;65385;-151
FF69;65385;-151
FF49;65353;-183
FF49;65353;-183
FF0A;65290;-246
FF0A;65290;-246
FEF2;65266;-270
FEF2;65266;-270
FF22;65314;-222
FF22;65314;-222
FEF2;65266;-270
FEF2;65266;-270
FEEA;65258;-278
FEEA;65258;-278
FF2A;65322;-214
FF2A;65322;-214
FF41;65345;-191
FF41;65345;-191
FF69;65385;-151
FF69;65385;-151
0;0;0
0;0;0
FF81;65409;-127
FF81;65409;-127
FFB0;65456;-80
FFB0;65456;-80
FFF8;65528;-8
FFF8;65528;-8
000F;15;15
000F;15;15
005F;95;95
005F;95;95
47;71;71
47;71;71
00BE;190;190
00BE;190;190
FFE0;65504;-32
FFE0;65504;-32
FFC0;65472;-64
FFC0;65472;-64
FF02;65282;-254
FF02;65282;-254
FF0A;65290;-246
FF0A;65290;-246
FF02;65282;-254
FF02;65282;-254
FEA3;65187;-349
FEA3;65187;-349
FEA3;65187;-349
FEA3;65187;-349
FE7B;65147;-389
FE7B;65147;-389
FE14;65044;-492
FE14;65044;-492
FDBD;64957;-579
FDBD;64957;-579
FDB5;64949;-587
FDB5;64949;-587
FD96;64918;-618
FD96;64918;-618
FDA5;64933;-603
FDA5;64933;-603
FE44;65092;-444
FE44;65092;-444
FE6B;65131;-405
FE6B;65131;-405
FE44;65092;-444
FE44;65092;-444
FE44;65092;-444
FE44;65092;-444
FE0C;65036;-500
FE0C;65036;-500
FE24;65060;-476
FE24;65060;-476
FEB3;65203;-333
FEB3;65203;-333
FF12;65298;-238
FF12;65298;-238
FF2A;65322;-214
FF2A;65322;-214
FF51;65361;-175
FF51;65361;-175
FF91;65425;-111
FF91;65425;-111
FF89;65417;-119
FF89;65417;-119
FFE8;65512;-24
FFE8;65512;-24
008E;142;142
008E;142;142
00ED;237;237
00ED;237;237
014C;332;332
014C;332;332
115;277;277
115;277;277
00D6;214;214
00D6;214;214
67;103;103
67;103;103
57;87;87
57;87;87
57;87;87
57;87;87
00CE;206;206
00CE;206;206
135;309;309
135;309;309
174;372;372
174;372;372
174;372;372
174;372;372
135;309;309
135;309;309
011D;285;285
011D;285;285
017C;380;380
017C;380;380
020B;523;523
020B;523;523
262;610;610
262;610;610
272;626;626
272;626;626
024A;586;586
024A;586;586
01DB;475;475
01DB;475;475
01EB;491;491
01EB;491;491
299;665;665
299;665;665
242;578;578
242;578;578
222;546;546
222;546;546
01F3;499;499
01F3;499;499
135;309;309
135;309;309
009E;158;158
009E;158;158
86;134;134
86;134;134
57;87;87
57;87;87
67;103;103
67;103;103
000F;15;15
000F;15;15
FF2A;65322;-214
FF2A;65322;-214
FECB;65227;-309
FECB;65227;-309
FE83;65155;-381
FE83;65155;-381
FE34;65076;-460
FE34;65076;-460
FE6B;65131;-405
FE6B;65131;-405
FE54;65108;-428
FE54;65108;-428
FE3C;65084;-452
FE3C;65084;-452
FE4C;65100;-436
FE4C;65100;-436
FDF5;65013;-523
FDF5;65013;-523
FE24;65060;-476
FE24;65060;-476
FDED;65005;-531
FDED;65005;-531
FE7B;65147;-389
FE7B;65147;-389
FEAB;65195;-341
FEAB;65195;-341
FEDA;65242;-294
FEDA;65242;-294
FF2A;65322;-214
FF2A;65322;-214
FF49;65353;-183
FF49;65353;-183
FFB0;65456;-80
FFB0;65456;-80
FFE8;65512;-24
FFE8;65512;-24
004F;79;79
004F;79;79
86;134;134
86;134;134
96;150;150
96;150;150
002F;47;47
002F;47;47
47;71;71
47;71;71
86;134;134
86;134;134
007E;126;126
007E;126;126
006F;111;111
006F;111;111
8;8;8
8;8;8
0;0;0
0;0;0
FFA1;65441;-95
FFA1;65441;-95
FFE8;65512;-24
FFE8;65512;-24
57;87;87
57;87;87
004F;79;79
004F;79;79
37;55;55
37;55;55
37;55;55
37;55;55
001F;31;31
001F;31;31
57;87;87
57;87;87
96;150;150
96;150;150
00A6;166;166
00A6;166;166
105;261;261
105;261;261
010D;269;269
010D;269;269
145;325;325
145;325;325
86;134;134
86;134;134
00A6;166;166
00A6;166;166
00F5;245;245
00F5;245;245
01CB;459;459
01CB;459;459
232;562;562
232;562;562
020B;523;523
020B;523;523
01AC;428;428
01AC;428;428
017C;380;380
017C;380;380
125;293;293
125;293;293
012D;301;301
012D;301;301
015C;348;348
015C;348;348
154;340;340
154;340;340
135;309;309
135;309;309
86;134;134
86;134;134
57;87;87
57;87;87
FFE8;65512;-24
FFE8;65512;-24
FFD0;65488;-48
FFD0;65488;-48
FFF0;65520;-16
FFF0;65520;-16
0;0;0
0;0;0
27;39;39
27;39;39
005F;95;95
005F;95;95
67;103;103
67;103;103
005F;95;95
005F;95;95
008E;142;142
008E;142;142
009E;158;158
009E;158;158
005F;95;95
005F;95;95
105;261;261
105;261;261
008E;142;142
008E;142;142
007E;126;126
007E;126;126
008E;142;142
008E;142;142
67;103;103
67;103;103
00DE;222;222
00DE;222;222
27;39;39
27;39;39
007E;126;126
007E;126;126
76;118;118
76;118;118
00ED;237;237
00ED;237;237
00C6;198;198
00C6;198;198
00B6;182;182
00B6;182;182
00B6;182;182
00B6;182;182
86;134;134
86;134;134
86;134;134
86;134;134
76;118;118
76;118;118
007E;126;126
007E;126;126
96;150;150
96;150;150
76;118;118
76;118;118
57;87;87
57;87;87
000F;15;15
000F;15;15
004F;79;79
004F;79;79
96;150;150
96;150;150
001F;31;31
001F;31;31
67;103;103
67;103;103
47;71;71
47;71;71
86;134;134
86;134;134
67;103;103
67;103;103
47;71;71
47;71;71
FFA8;65448;-88
FFA8;65448;-88
FF99;65433;-103
FF99;65433;-103
FF89;65417;-119
FF89;65417;-119
FF49;65353;-183
FF49;65353;-183
FF0A;65290;-246
FF0A;65290;-246
FF1A;65306;-230
FF1A;65306;-230
FF22;65314;-222
FF22;65314;-222
FF02;65282;-254
FF02;65282;-254
FF2A;65322;-214
FF2A;65322;-214
FF49;65353;-183
FF49;65353;-183
FF79;65401;-135
FF79;65401;-135
FF1A;65306;-230
FF1A;65306;-230
FFE8;65512;-24
FFE8;65512;-24
FFE0;65504;-32
FFE0;65504;-32
FFB0;65456;-80
FFB0;65456;-80
0;0;0
0;0;0
001F;31;31
001F;31;31
001F;31;31
001F;31;31
005F;95;95
005F;95;95
76;118;118
76;118;118
00C6;198;198
00C6;198;198
105;261;261
105;261;261
011D;285;285
011D;285;285
018C;396;396
018C;396;396
01BB;443;443
01BB;443;443
021A;538;538
021A;538;538
242;578;578
242;578;578
299;665;665
299;665;665
289;649;649
289;649;649
299;665;665
299;665;665
023A;570;570
023A;570;570
024A;586;586
024A;586;586
020B;523;523
020B;523;523
203;515;515
203;515;515
021A;538;538
021A;538;538
018C;396;396
018C;396;396
01C3;451;451
01C3;451;451
012D;301;301
012D;301;301
00AE;174;174
00AE;174;174
00ED;237;237
00ED;237;237
37;55;55
37;55;55
67;103;103
67;103;103
004F;79;79
004F;79;79
37;55;55
37;55;55
8;8;8
8;8;8
37;55;55
37;55;55
FFB0;65456;-80
FFB0;65456;-80
0;0;0
0;0;0
FFC0;65472;-64
FFC0;65472;-64
FFC8;65480;-56
FFC8;65480;-56
FFE0;65504;-32
FFE0;65504;-32
FFC8;65480;-56
FFC8;65480;-56
37;55;55
37;55;55
008E;142;142
008E;142;142
67;103;103
67;103;103
57;87;87
57;87;87
FFF8;65528;-8
FFF8;65528;-8
FF89;65417;-119
FF89;65417;-119
FFA8;65448;-88
FFA8;65448;-88
FF99;65433;-103
FF99;65433;-103
FF99;65433;-103
FF99;65433;-103
FFB8;65464;-72
FFB8;65464;-72
FFC8;65480;-56
FFC8;65480;-56
FFA8;65448;-88
FFA8;65448;-88
FF49;65353;-183
FF49;65353;-183
FF0A;65290;-246
FF0A;65290;-246
FECB;65227;-309
FECB;65227;-309
FF2A;65322;-214
FF2A;65322;-214
FEFA;65274;-262
FEFA;65274;-262
FED2;65234;-302
FED2;65234;-302
FF32;65330;-206
FF32;65330;-206
FF22;65314;-222
FF22;65314;-222
FF0A;65290;-246
FF0A;65290;-246
FEDA;65242;-294
FEDA;65242;-294
FEB3;65203;-333
FEB3;65203;-333
FEA3;65187;-349
FEA3;65187;-349
FE8B;65163;-373
FE8B;65163;-373
FEF2;65266;-270
FEF2;65266;-270
FEDA;65242;-294
FEDA;65242;-294
FEDA;65242;-294
FEDA;65242;-294
FEF2;65266;-270
FEF2;65266;-270
FEAB;65195;-341
FEAB;65195;-341
FECB;65227;-309
FECB;65227;-309
FE73;65139;-397
FE73;65139;-397
FEC3;65219;-317
FEC3;65219;-317
FE8B;65163;-373
FE8B;65163;-373
FEEA;65258;-278
FEEA;65258;-278
FF02;65282;-254
FF02;65282;-254
FF61;65377;-159
FF61;65377;-159
FF51;65361;-175
FF51;65361;-175
FF59;65369;-167
FF59;65369;-167
FF1A;65306;-230
FF1A;65306;-230
FF89;65417;-119
FF89;65417;-119
FF2A;65322;-214
FF2A;65322;-214
FF79;65401;-135
FF79;65401;-135
FF69;65385;-151
FF69;65385;-151
FFA8;65448;-88
FFA8;65448;-88
FFE8;65512;-24
FFE8;65512;-24
FFE0;65504;-32
FFE0;65504;-32
0;0;0
0;0;0
000F;15;15
000F;15;15
FFF0;65520;-16
FFF0;65520;-16
FFB8;65464;-72
FFB8;65464;-72
FFF0;65520;-16
FFF0;65520;-16
FFB8;65464;-72
FFB8;65464;-72
FFE0;65504;-32
FFE0;65504;-32
8;8;8
8;8;8
003F;63;63
003F;63;63
FFF0;65520;-16
FFF0;65520;-16
004F;79;79
004F;79;79
8;8;8
8;8;8
FFF8;65528;-8
FFF8;65528;-8
000F;15;15
000F;15;15
0;0;0
0;0;0
FFA8;65448;-88
FFA8;65448;-88
FFC0;65472;-64
FFC0;65472;-64
FF99;65433;-103
FF99;65433;-103
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE8;65512;-24
FFE0;65504;-32
FFE0;65504;-32
FFB8;65464;-72
FFB8;65464;-72
001F;31;31
001F;31;31
FFA1;65441;-95
FFA1;65441;-95
FFA1;65441;-95
FFA1;65441;-95
FF51;65361;-175
FF51;65361;-175
FFA1;65441;-95
FFA1;65441;-95
FF61;65377;-159
FF61;65377;-159
FFC0;65472;-64
FFC0;65472;-64
FFD0;65488;-48
FFD0;65488;-48
FF81;65409;-127
FF81;65409;-127
FF51;65361;-175
FF51;65361;-175
FF0A;65290;-246
FF0A;65290;-246
FEA3;65187;-349
FEA3;65187;-349
FED2;65234;-302
FED2;65234;-302
FEE2;65250;-286
FEE2;65250;-286
FEF2;65266;-270
FEF2;65266;-270
FEC3;65219;-317
FEC3;65219;-317
FF02;65282;-254
FF02;65282;-254
FF22;65314;-222
FF22;65314;-222
FF1A;65306;-230
FF1A;65306;-230
FF41;65345;-191
FF41;65345;-191
FF69;65385;-151
FF69;65385;-151
FEE2;65250;-286
FEE2;65250;-286
FF12;65298;-238
FF12;65298;-238
FF32;65330;-206
FF32;65330;-206
FEE2;65250;-286
FEE2;65250;-286
FEEA;65258;-278
FEEA;65258;-278
FEBB;65211;-325
FEBB;65211;-325
FEBB;65211;-325
FEBB;65211;-325
FEC3;65219;-317
FEC3;65219;-317
FEF2;65266;-270
FEF2;65266;-270
FEEA;65258;-278
FEEA;65258;-278
FEB3;65203;-333
FEB3;65203;-333
FEF2;65266;-270
FEF2;65266;-270
FEDA;65242;-294
FEDA;65242;-294
FEFA;65274;-262
FEFA;65274;-262
FF02;65282;-254
FF02;65282;-254
FF71;65393;-143
FF71;65393;-143
FFC0;65472;-64
FFC0;65472;-64
47;71;71
47;71;71
004F;79;79
004F;79;79
004F;79;79
004F;79;79
00AE;174;174
00AE;174;174
00C6;198;198
00C6;198;198
00FD;253;253
00FD;253;253
00DE;222;222
00DE;222;222
115;277;277
115;277;277
0,00E+00;0;0
0,00E+00;0;0
00F5;245;245
00F5;245;245
00DE;222;222
00DE;222;222
00BE;190;190
00BE;190;190
105;261;261
105;261;261
00AE;174;174
00AE;174;174
00DE;222;222
00DE;222;222
00DE;222;222
00DE;222;222
125;293;293
125;293;293
00D6;214;214
00D6;214;214
115;277;277
115;277;277
00B6;182;182
00B6;182;182
00C6;198;198
00C6;198;198
135;309;309
135;309;309
00BE;190;190
00BE;190;190
00D6;214;214
00D6;214;214
00A6;166;166
00A6;166;166
96;150;150
96;150;150
27;39;39
27;39;39
FFF0;65520;-16
FFF0;65520;-16
FFA1;65441;-95
FFA1;65441;-95
FFA8;65448;-88
FFA8;65448;-88
FFF0;65520;-16
FFF0;65520;-16
FF61;65377;-159
FF61;65377;-159
FF99;65433;-103
FF99;65433;-103
FF69;65385;-151
FF69;65385;-151
FF81;65409;-127
FF81;65409;-127
FF79;65401;-135
FF79;65401;-135
FF49;65353;-183
FF49;65353;-183
FF49;65353;-183
FF49;65353;-183
FF1A;65306;-230
FF1A;65306;-230
FF02;65282;-254
FF02;65282;-254
FEAB;65195;-341
FEAB;65195;-341
FED2;65234;-302
FED2;65234;-302
FEE2;65250;-286
FEE2;65250;-286
FF02;65282;-254
FF02;65282;-254
FF22;65314;-222
FF22;65314;-222
FF71;65393;-143
FF71;65393;-143
FF69;65385;-151
FF69;65385;-151
FF59;65369;-167
FF59;65369;-167
FF61;65377;-159
FF61;65377;-159
FF71;65393;-143
FF71;65393;-143
FF81;65409;-127
FF81;65409;-127
FF51;65361;-175
FF51;65361;-175
FF61;65377;-159
FF61;65377;-159
FF0A;65290;-246
FF0A;65290;-246
FF3A;65338;-198
FF3A;65338;-198
FF1A;65306;-230
FF1A;65306;-230
FF51;65361;-175
FF51;65361;-175
FF49;65353;-183
FF49;65353;-183
FF49;65353;-183
FF49;65353;-183
FF02;65282;-254
FF02;65282;-254
FF3A;65338;-198
FF3A;65338;-198
FECB;65227;-309
FECB;65227;-309
FF32;65330;-206
FF32;65330;-206
FEFA;65274;-262
FEFA;65274;-262
FF0A;65290;-246
FF0A;65290;-246
FED2;65234;-302
FED2;65234;-302
FEB3;65203;-333
FEB3;65203;-333
FE93;65171;-365
FE93;65171;-365
FEAB;65195;-341
FEAB;65195;-341
FE73;65139;-397
FE73;65139;-397
FF22;65314;-222
FF22;65314;-222
FF71;65393;-143
FF71;65393;-143
FF3A;65338;-198
FF3A;65338;-198
FFE0;65504;-32
FFE0;65504;-32
FFA8;65448;-88
FFA8;65448;-88
FFF8;65528;-8
FFF8;65528;-8
004F;79;79
004F;79;79
007E;126;126
007E;126;126
57;87;87
57;87;87
008E;142;142
008E;142;142
004F;79;79
004F;79;79
86;134;134
86;134;134
000F;15;15
000F;15;15
FFF0;65520;-16
FFF0;65520;-16
FF99;65433;-103
FF99;65433;-103
FFC0;65472;-64
FFC0;65472;-64
FFC0;65472;-64
FFC0;65472;-64
003F;63;63
003F;63;63
37;55;55
37;55;55
006F;111;111
006F;111;111
FFF8;65528;-8
FFF8;65528;-8
004F;79;79
004F;79;79
005F;95;95
005F;95;95
00F5;245;245
00F5;245;245
00CE;206;206
00CE;206;206
115;277;277
115;277;277
00ED;237;237
00ED;237;237
115;277;277
115;277;277
00C6;198;198
00C6;198;198
00BE;190;190
00BE;190;190
00DE;222;222
00DE;222;222
00A6;166;166
00A6;166;166
86;134;134
86;134;134
007E;126;126
007E;126;126
FFF8;65528;-8
FFF8;65528;-8
8;8;8
8;8;8
002F;47;47
002F;47;47
004F;79;79
004F;79;79
76;118;118
76;118;118
67;103;103
67;103;103
002F;47;47
002F;47;47
001F;31;31
001F;31;31
17;23;23
17;23;23
001F;31;31
001F;31;31
37;55;55
37;55;55
27;39;39
27;39;39
47;71;71
47;71;71
004F;79;79
004F;79;79
67;103;103
67;103;103
57;87;87
57;87;87
27;39;39
27;39;39
003F;63;63
003F;63;63
FFE8;65512;-24
FFE8;65512;-24
000F;15;15
000F;15;15
8;8;8
8;8;8
17;23;23
17;23;23
0;0;0
0;0;0
FFF0;65520;-16
FFF0;65520;-16
FF99;65433;-103
FF99;65433;-103
FF81;65409;-127
FF81;65409;-127
FEFA;65274;-262
FEFA;65274;-262
FED2;65234;-302
FED2;65234;-302
FEFA;65274;-262
FEFA;65274;-262
FEF2;65266;-270
FEF2;65266;-270
FF1A;65306;-230
FF1A;65306;-230
FF0A;65290;-246
